"word","meaning","status","lessonNumber","tags","partOfSpeech","audioWordFilename","audioMeaningFilename","pinyin","source","notes"
"直到","until","new","4","Bridge / grammar;old bridge lexicon","","words/直到.mp3","meanings/until.mp3","zhí dào","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"除了","except for","new","4","Bridge / grammar;old bridge lexicon","","words/除了.mp3","meanings/except for.mp3","chú le","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"即使","even if","new","4","Bridge / grammar;old bridge lexicon","","words/即使.mp3","meanings/even if.mp3","jí shǐ","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"曾经","once previously","new","4","Bridge / grammar;old bridge lexicon","","words/曾经.mp3","meanings/once previously.mp3","céng jīng","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"仍然","still","new","5","Bridge / grammar;old bridge lexicon","","words/仍然.mp3","meanings/still.mp3","réng rán","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"一切","everything","new","5","Bridge / grammar;old bridge lexicon","","words/一切.mp3","meanings/everything.mp3","yí qiè","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"同时","at the same time","new","5","Bridge / grammar;old bridge lexicon","","words/同时.mp3","meanings/at the same time.mp3","tóng shí","old bridge lexicon","High-reuse connector or function word that makes simple LMS stories less stiff."
"照顾","to take care of","new","5","Action verb;current story new_words (b01c01-sell-old-account)","","words/照顾.mp3","meanings/to take care of.mp3","zhào gù","current story new_words (b01c01-sell-old-account)","Reusable verb for work, training, choices, conflict, and character change."
"愣","to freeze for a moment","new","5","Action verb;current story new_words (b01c01-sell-old-account)","","words/愣.mp3","meanings/to freeze for a moment.mp3","lèng","current story new_words (b01c01-sell-old-account)","Reusable verb for work, training, choices, conflict, and character change."
"松一口气","to feel relieved","new","6","Action verb;current story new_words (b01c01-sell-old-account)","","words/松一口气.mp3","meanings/to feel relieved.mp3","sōng yì kǒu qì","current story new_words (b01c01-sell-old-account)","Reusable verb for work, training, choices, conflict, and character change."
"擦伤","scrape; abrasion","new","6","Action verb;current story new_words (b01c01-hide-tired-hands)","","words/擦伤.mp3","meanings/scrape; abrasion.mp3","cā shāng","current story new_words (b01c01-hide-tired-hands)","Reusable verb for work, training, choices, conflict, and character change."
"逞强","to act tough","new","6","Action verb;current story new_words (b01c01-hide-tired-hands)","","words/逞强.mp3","meanings/to act tough.mp3","chěng qiáng","current story new_words (b01c01-hide-tired-hands)","Reusable verb for work, training, choices, conflict, and character change."
"包扎","to bandage","new","6","Action verb;current story new_words (b01c01-hide-tired-hands)","","words/包扎.mp3","meanings/to bandage.mp3","bāo zā","current story new_words (b01c01-hide-tired-hands)","Reusable verb for work, training, choices, conflict, and character change."
"重复","to repeat","new","6","Action verb;current story new_words (b01c02-last-one-in-the-yard)","","words/重复.mp3","meanings/to repeat.mp3","chóng fù","current story new_words (b01c02-last-one-in-the-yard)","Reusable verb for work, training, choices, conflict, and character change."
"提醒","to remind","new","7","Action verb;current story new_words (b01c02-last-one-in-the-yard)","","words/提醒.mp3","meanings/to remind.mp3","tí xǐng","current story new_words (b01c02-last-one-in-the-yard)","Reusable verb for work, training, choices, conflict, and character change."
"开口","to speak up","new","7","Action verb;current story new_words (b01c02-last-one-in-the-yard)","","words/开口.mp3","meanings/to speak up.mp3","kāi kǒu","current story new_words (b01c02-last-one-in-the-yard)","Reusable verb for work, training, choices, conflict, and character change."
"浪费","to waste","new","7","Action verb;current story new_words (b01c03-listen-to-the-story)","","words/浪费.mp3","meanings/to waste.mp3","làng fèi","current story new_words (b01c03-listen-to-the-story)","Reusable verb for work, training, choices, conflict, and character change."
"提到","to mention","new","7","Action verb;current story new_words (b01c03-last-old-sentence)","","words/提到.mp3","meanings/to mention.mp3","tí dào","current story new_words (b01c03-last-old-sentence)","Reusable verb for work, training, choices, conflict, and character change."
"记下","to write down","new","7","Action verb;current story new_words (b01c03-last-old-sentence)","","words/记下.mp3","meanings/to write down.mp3","jì xià","current story new_words (b01c03-last-old-sentence)","Reusable verb for work, training, choices, conflict, and character change."
"选择","to choose","new","8","Action verb;current story new_words (b01c04-useless-looking-job)","","words/选择.mp3","meanings/to choose.mp3","xuǎn zé","current story new_words (b01c04-useless-looking-job)","Reusable verb for work, training, choices, conflict, and character change."
"珍惜","to treasure","new","8","Action verb;current story new_words (b01c04-first-sculpting-knife)","","words/珍惜.mp3","meanings/to treasure.mp3","zhēn xī","current story new_words (b01c04-first-sculpting-knife)","Reusable verb for work, training, choices, conflict, and character change."
"重新","again; from the start","new","8","Action verb;current story new_words (b01c05-first-piece-of-wood)","","words/重新.mp3","meanings/again; from the start.mp3","chóng xīn","current story new_words (b01c05-first-piece-of-wood)","Reusable verb for work, training, choices, conflict, and character change."
"取笑","to mock","new","8","Action verb;current story new_words (b01c05-no-one-laughed)","","words/取笑.mp3","meanings/to mock.mp3","qǔ xiào","current story new_words (b01c05-no-one-laughed)","Reusable verb for work, training, choices, conflict, and character change."
"降","to lower","new","8","Action verb;current story new_words (b01c06-unsold-carving)","","words/降.mp3","meanings/to lower.mp3","jiàng","current story new_words (b01c06-unsold-carving)","Reusable verb for work, training, choices, conflict, and character change."
"摆着","to leave on display","new","9","Action verb;current story new_words (b01c06-unsold-carving)","","words/摆着.mp3","meanings/to leave on display.mp3","bǎi zhe","current story new_words (b01c06-unsold-carving)","Reusable verb for work, training, choices, conflict, and character change."
"开玩笑","to joke","new","9","Action verb;current story new_words (b01c06-unsold-carving)","","words/开玩笑.mp3","meanings/to joke.mp3","kāi wán xiào","current story new_words (b01c06-unsold-carving)","Reusable verb for work, training, choices, conflict, and character change."
"解释","to explain","new","9","Action verb;current story new_words (b01c06-unsold-carving)","","words/解释.mp3","meanings/to explain.mp3","jiě shì","current story new_words (b01c06-unsold-carving)","Reusable verb for work, training, choices, conflict, and character change."
"观察","to observe","new","9","Action verb;current story new_words (b01c06-third-smile)","","words/观察.mp3","meanings/to observe.mp3","guān chá","current story new_words (b01c06-third-smile)","Reusable verb for work, training, choices, conflict, and character change."
"回头","to come back","new","9","Action verb;current story new_words (b01c07-returning-customer)","","words/回头.mp3","meanings/to come back.mp3","huí tóu","current story new_words (b01c07-returning-customer)","Reusable verb for work, training, choices, conflict, and character change."
"信","to trust","new","10","Action verb;current story new_words (b01c07-returning-customer)","","words/信.mp3","meanings/to trust.mp3","xìn","current story new_words (b01c07-returning-customer)","Reusable verb for work, training, choices, conflict, and character change."
"照样","all the same; as before","new","10","Action verb;current story new_words (b01c07-returning-customer)","","words/照样.mp3","meanings/all the same; as before.mp3","zhào yàng","current story new_words (b01c07-returning-customer)","Reusable verb for work, training, choices, conflict, and character change."
"发抖","to shake","new","10","Action verb;current story new_words (b01c07-night-lamp)","","words/发抖.mp3","meanings/to shake.mp3","fā dǒu","current story new_words (b01c07-night-lamp)","Reusable verb for work, training, choices, conflict, and character change."
"撑","to push through; to force oneself on","new","10","Action verb;current story new_words (b01c07-night-lamp)","","words/撑.mp3","meanings/to push through; to force oneself on.mp3","chēng","current story new_words (b01c07-night-lamp)","Reusable verb for work, training, choices, conflict, and character change."
"停住","to stop in place","new","10","Action verb;current story new_words (b01c08-child-looked-long)","","words/停住.mp3","meanings/to stop in place.mp3","tíng zhù","current story new_words (b01c08-child-looked-long)","Reusable verb for work, training, choices, conflict, and character change."
"舍得","to be willing to part with","new","11","Action verb;current story new_words (b01c08-child-looked-long)","","words/舍得.mp3","meanings/to be willing to part with.mp3","shě de","current story new_words (b01c08-child-looked-long)","Reusable verb for work, training, choices, conflict, and character change."
"碰","to touch","new","11","Action verb;current story new_words (b01c08-child-looked-long)","","words/碰.mp3","meanings/to touch.mp3","pèng","current story new_words (b01c08-child-looked-long)","Reusable verb for work, training, choices, conflict, and character change."
"随手","casually","new","11","Action verb;current story new_words (b01c09-one-look-customer)","","words/随手.mp3","meanings/casually.mp3","suí shǒu","current story new_words (b01c09-one-look-customer)","Reusable verb for work, training, choices, conflict, and character change."
"评价","to judge; evaluation","new","11","Action verb;current story new_words (b01c09-one-look-customer)","","words/评价.mp3","meanings/to judge; evaluation.mp3","píng jià","current story new_words (b01c09-one-look-customer)","Reusable verb for work, training, choices, conflict, and character change."
"刺","to sting","new","11","Action verb;current story new_words (b01c09-one-look-customer)","","words/刺.mp3","meanings/to sting.mp3","cì","current story new_words (b01c09-one-look-customer)","Reusable verb for work, training, choices, conflict, and character change."
"着急","anxious","new","12","Action verb;current story new_words (b01c09-learning-to-wait)","","words/着急.mp3","meanings/anxious.mp3","zháo jí","current story new_words (b01c09-learning-to-wait)","Reusable verb for work, training, choices, conflict, and character change."
"提前","in advance","new","12","Action verb;current story new_words (b01c09-learning-to-wait)","","words/提前.mp3","meanings/in advance.mp3","tí qián","current story new_words (b01c09-learning-to-wait)","Reusable verb for work, training, choices, conflict, and character change."
"留","to leave behind","new","12","Action verb;current story new_words (b01c10-asked-the-name)","","words/留.mp3","meanings/to leave behind.mp3","liú","current story new_words (b01c10-asked-the-name)","Reusable verb for work, training, choices, conflict, and character change."
"负责","to take responsibility","new","12","Action verb;current story new_words (b01c10-asked-the-name)","","words/负责.mp3","meanings/to take responsibility.mp3","fù zé","current story new_words (b01c10-asked-the-name)","Reusable verb for work, training, choices, conflict, and character change."
"认","to acknowledge","new","12","Action verb;current story new_words (b01c10-asked-the-name)","","words/认.mp3","meanings/to acknowledge.mp3","rèn","current story new_words (b01c10-asked-the-name)","Reusable verb for work, training, choices, conflict, and character change."
"传开","to spread around","new","13","Action verb;current story new_words (b01c10-asked-the-name)","","words/传开.mp3","meanings/to spread around.mp3","chuán kāi","current story new_words (b01c10-asked-the-name)","Reusable verb for work, training, choices, conflict, and character change."
"练习","to practice","new","13","Action verb;current story new_words (b01c10-made-for-himself)","","words/练习.mp3","meanings/to practice.mp3","liàn xí","current story new_words (b01c10-made-for-himself)","Reusable verb for work, training, choices, conflict, and character change."
"进入","to enter","new","13","Action verb;old story_engine lexicon","","words/进入.mp3","meanings/to enter.mp3","jìn rù","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"关上","to close","new","13","Action verb;old story_engine lexicon","","words/关上.mp3","meanings/to close.mp3","guān shàng","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"放","to put down","new","13","Action verb;old story_engine lexicon","","words/放.mp3","meanings/to put down.mp3","fàng","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"保护","to protect","new","14","Action verb;old story_engine lexicon","","words/保护.mp3","meanings/to protect.mp3","bǎo hù","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"拒绝","to refuse","new","14","Action verb;old story_engine lexicon","","words/拒绝.mp3","meanings/to refuse.mp3","jù jué","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"完成","to complete","new","14","Action verb;old story_engine lexicon","","words/完成.mp3","meanings/to complete.mp3","wán chéng","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"结束","to end","new","14","Action verb;old story_engine lexicon","","words/结束.mp3","meanings/to end.mp3","jié shù","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"等待","to wait","new","14","Action verb;old story_engine lexicon","","words/等待.mp3","meanings/to wait.mp3","děng dài","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"继续","to continue","new","15","Action verb;old story_engine lexicon","","words/继续.mp3","meanings/to continue.mp3","jì xù","old story_engine lexicon","Reusable verb for work, training, choices, conflict, and character change."
"舍不得","unable to let go","new","15","Emotion / inner life;current story new_words (b01c01-sell-old-account)","","words/舍不得.mp3","meanings/unable to let go.mp3","shě bu de","current story new_words (b01c01-sell-old-account)","Lets the required internal struggle and realization feel specific without advanced prose."
"运气","luck","new","15","Emotion / inner life;current story new_words (b01c02-hit-the-scarecrow)","","words/运气.mp3","meanings/luck.mp3","yùn qi","current story new_words (b01c02-hit-the-scarecrow)","Lets the required internal struggle and realization feel specific without advanced prose."
"稳","steady","new","15","Emotion / inner life;current story new_words (b01c02-hit-the-scarecrow)","","words/稳.mp3","meanings/steady.mp3","wěn","current story new_words (b01c02-hit-the-scarecrow)","Lets the required internal struggle and realization feel specific without advanced prose."
"合适","suitable","new","15","Emotion / inner life;current story new_words (b01c02-last-one-in-the-yard)","","words/合适.mp3","meanings/suitable.mp3","hé shì","current story new_words (b01c02-last-one-in-the-yard)","Lets the required internal struggle and realization feel specific without advanced prose."
"清楚","clear","new","16","Emotion / inner life;current story new_words (b01c03-listen-to-the-story)","","words/清楚.mp3","meanings/clear.mp3","qīng chu","current story new_words (b01c03-listen-to-the-story)","Lets the required internal struggle and realization feel specific without advanced prose."
"耐心","patience","new","16","Emotion / inner life;current story new_words (b01c03-last-old-sentence)","","words/耐心.mp3","meanings/patience.mp3","nài xīn","current story new_words (b01c03-last-old-sentence)","Lets the required internal struggle and realization feel specific without advanced prose."
"长远","long-term","new","16","Emotion / inner life;current story new_words (b01c04-useless-looking-job)","","words/长远.mp3","meanings/long-term.mp3","cháng yuǎn","current story new_words (b01c04-useless-looking-job)","Lets the required internal struggle and realization feel specific without advanced prose."
"笑话","joke; laughingstock","new","16","Emotion / inner life;current story new_words (b01c04-useless-looking-job)","","words/笑话.mp3","meanings/joke; laughingstock.mp3","xiào hua","current story new_words (b01c04-useless-looking-job)","Lets the required internal struggle and realization feel specific without advanced prose."
"满意","satisfied","new","16","Emotion / inner life;current story new_words (b01c05-first-piece-of-wood)","","words/满意.mp3","meanings/satisfied.mp3","mǎn yì","current story new_words (b01c05-first-piece-of-wood)","Lets the required internal struggle and realization feel specific without advanced prose."
"值得","worth it","new","17","Emotion / inner life;current story new_words (b01c05-no-one-laughed)","","words/值得.mp3","meanings/worth it.mp3","zhí dé","current story new_words (b01c05-no-one-laughed)","Lets the required internal struggle and realization feel specific without advanced prose."
"僵","stiff","new","17","Emotion / inner life;current story new_words (b01c06-third-smile)","","words/僵.mp3","meanings/stiff.mp3","jiāng","current story new_words (b01c06-third-smile)","Lets the required internal struggle and realization feel specific without advanced prose."
"自然","natural","new","17","Emotion / inner life;current story new_words (b01c06-third-smile)","","words/自然.mp3","meanings/natural.mp3","zì rán","current story new_words (b01c06-third-smile)","Lets the required internal struggle and realization feel specific without advanced prose."
"硬","stiff; hard","new","17","Emotion / inner life;current story new_words (b01c07-night-lamp)","","words/硬.mp3","meanings/stiff; hard.mp3","yìng","current story new_words (b01c07-night-lamp)","Lets the required internal struggle and realization feel specific without advanced prose."
"后悔","to regret","new","17","Emotion / inner life;current story new_words (b01c08-cheap-sale-day)","","words/后悔.mp3","meanings/to regret.mp3","hòu huǐ","current story new_words (b01c08-cheap-sale-day)","Lets the required internal struggle and realization feel specific without advanced prose."
"看轻","to think lightly of; undervalue","new","18","Emotion / inner life;current story new_words (b01c08-cheap-sale-day)","","words/看轻.mp3","meanings/to think lightly of; undervalue.mp3","kàn qīng","current story new_words (b01c08-cheap-sale-day)","Lets the required internal struggle and realization feel specific without advanced prose."
"珍贵","precious","new","18","Emotion / inner life;current story new_words (b01c08-child-looked-long)","","words/珍贵.mp3","meanings/precious.mp3","zhēn guì","current story new_words (b01c08-child-looked-long)","Lets the required internal struggle and realization feel specific without advanced prose."
"专心","focused","new","18","Emotion / inner life;current story new_words (b01c09-one-look-customer)","","words/专心.mp3","meanings/focused.mp3","zhuān xīn","current story new_words (b01c09-one-look-customer)","Lets the required internal struggle and realization feel specific without advanced prose."
"机会","chance","new","18","Emotion / inner life;old story_engine lexicon","","words/机会.mp3","meanings/chance.mp3","jī huì","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"答案","answer","new","18","Emotion / inner life;old story_engine lexicon","","words/答案.mp3","meanings/answer.mp3","dá àn","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"真相","truth","new","19","Emotion / inner life;old story_engine lexicon","","words/真相.mp3","meanings/truth.mp3","zhēn xiàng","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"秘密","secret","new","19","Emotion / inner life;old story_engine lexicon","","words/秘密.mp3","meanings/secret.mp3","mì mì","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"记忆","memory","new","19","Emotion / inner life;old story_engine lexicon","","words/记忆.mp3","meanings/memory.mp3","jì yì","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"约定","promise","new","19","Emotion / inner life;old story_engine lexicon","","words/约定.mp3","meanings/promise.mp3","yuē dìng","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"命运","fate","new","19","Emotion / inner life;old story_engine lexicon","","words/命运.mp3","meanings/fate.mp3","mìng yùn","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"价值","value","new","20","Emotion / inner life;old story_engine lexicon","","words/价值.mp3","meanings/value.mp3","jià zhí","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"恨","hate","new","20","Emotion / inner life;old story_engine lexicon","","words/恨.mp3","meanings/hate.mp3","hèn","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"痛苦","pain","new","20","Emotion / inner life;old story_engine lexicon","","words/痛苦.mp3","meanings/pain.mp3","tòng kǔ","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"失望","disappointed","new","20","Emotion / inner life;old story_engine lexicon","","words/失望.mp3","meanings/disappointed.mp3","shī wàng","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"勇气","courage","new","20","Emotion / inner life;old story_engine lexicon","","words/勇气.mp3","meanings/courage.mp3","yǒng qì","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"荣耀","glory","new","21","Emotion / inner life;old story_engine lexicon","","words/荣耀.mp3","meanings/glory.mp3","róng yào","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"危险","danger","new","21","Emotion / inner life;old story_engine lexicon","","words/危险.mp3","meanings/danger.mp3","wēi xiǎn","old story_engine lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"难过","sad","new","21","Emotion / inner life;old narrative_support lexicon","","words/难过.mp3","meanings/sad.mp3","nán guò","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"紧张","nervous","new","21","Emotion / inner life;old narrative_support lexicon","","words/紧张.mp3","meanings/nervous.mp3","jǐn zhāng","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"惊讶","surprised","new","21","Emotion / inner life;old narrative_support lexicon","","words/惊讶.mp3","meanings/surprised.mp3","jīng yà","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"害羞","shy","new","22","Emotion / inner life;old narrative_support lexicon","","words/害羞.mp3","meanings/shy.mp3","hài xiū","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"冷静","calm","new","22","Emotion / inner life;old narrative_support lexicon","","words/冷静.mp3","meanings/calm.mp3","lěng jìng","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"坚定","firm","new","22","Emotion / inner life;old narrative_support lexicon","","words/坚定.mp3","meanings/firm.mp3","jiān dìng","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"平静","peaceful","new","22","Emotion / inner life;old narrative_support lexicon","","words/平静.mp3","meanings/peaceful.mp3","píng jìng","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"混乱","chaotic","new","22","Emotion / inner life;old narrative_support lexicon","","words/混乱.mp3","meanings/chaotic.mp3","hùn luàn","old narrative_support lexicon","Lets the required internal struggle and realization feel specific without advanced prose."
"压力","pressure","new","23","Emotion / inner life;manual LMS story-engine addition","","words/压力.mp3","meanings/pressure.mp3","yā lì","manual LMS story-engine addition","Lets the required internal struggle and realization feel specific without advanced prose."
"摊位","stall","new","23","LMS domain;current story new_words (b01c05-no-one-laughed)","","words/摊位.mp3","meanings/stall.mp3","tān wèi","current story new_words (b01c05-no-one-laughed)","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"价格","price","new","23","LMS domain;current story new_words (b01c06-unsold-carving)","","words/价格.mp3","meanings/price.mp3","jià gé","current story new_words (b01c06-unsold-carving)","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"客人","customer; guest","new","23","LMS domain;current story new_words (b01c07-returning-customer)","","words/客人.mp3","meanings/customer; guest.mp3","kè rén","current story new_words (b01c07-returning-customer)","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"作品","work; piece","new","23","LMS domain;current story new_words (b01c10-made-for-himself)","","words/作品.mp3","meanings/work; piece.mp3","zuò pǐn","current story new_words (b01c10-made-for-himself)","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"账号","account","new","24","LMS domain;old story_engine lexicon","","words/账号.mp3","meanings/account.mp3","zhàng hào","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"玩家","player","new","24","LMS domain;old story_engine lexicon","","words/玩家.mp3","meanings/player.mp3","wán jiā","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"新手","newbie","new","24","LMS domain;old story_engine lexicon","","words/新手.mp3","meanings/newbie.mp3","xīn shǒu","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"高手","expert","new","24","LMS domain;old story_engine lexicon","","words/高手.mp3","meanings/expert.mp3","gāo shǒu","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"等级","level","new","24","LMS domain;old story_engine lexicon","","words/等级.mp3","meanings/level.mp3","děng jí","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"经验","experience points","new","25","LMS domain;old story_engine lexicon","","words/经验.mp3","meanings/experience points.mp3","jīng yàn","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"技能","skill","new","25","LMS domain;old story_engine lexicon","","words/技能.mp3","meanings/skill.mp3","jì néng","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"任务","quest","new","25","LMS domain;old story_engine lexicon","","words/任务.mp3","meanings/quest.mp3","rèn wu","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"奖励","reward","new","25","LMS domain;old story_engine lexicon","","words/奖励.mp3","meanings/reward.mp3","jiǎng lì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"金币","gold coin","new","25","LMS domain;old story_engine lexicon","","words/金币.mp3","meanings/gold coin.mp3","jīn bì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"银币","silver coin","new","26","LMS domain;old story_engine lexicon","","words/银币.mp3","meanings/silver coin.mp3","yín bì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"铜币","copper coin","new","26","LMS domain;old story_engine lexicon","","words/铜币.mp3","meanings/copper coin.mp3","tóng bì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"债","debt","new","26","LMS domain;old story_engine lexicon","","words/债.mp3","meanings/debt.mp3","zhài","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"利息","interest","new","26","LMS domain;old story_engine lexicon","","words/利息.mp3","meanings/interest.mp3","lì xī","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"生意","business","new","26","LMS domain;old story_engine lexicon","","words/生意.mp3","meanings/business.mp3","shēng yì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"工资","wages","new","27","LMS domain;old story_engine lexicon","","words/工资.mp3","meanings/wages.mp3","gōng zī","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"机器","machine","new","27","LMS domain;old story_engine lexicon","","words/机器.mp3","meanings/machine.mp3","jī qì","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"胶囊","capsule","new","27","LMS domain;old story_engine lexicon","","words/胶囊.mp3","meanings/capsule.mp3","jiāo náng","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"王国","kingdom","new","27","LMS domain;old story_engine lexicon","","words/王国.mp3","meanings/kingdom.mp3","wáng guó","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"市场","market","new","27","LMS domain;old story_engine lexicon","","words/市场.mp3","meanings/market.mp3","shì chǎng","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
