word,meaning,status,lessonNumber,tags,partOfSpeech,audioWordFilename,audioMeaningFilename,pinyin,source,notes,seenCount,correctCount,wrongCount,listenedSeconds,lastReviewedAt
擦伤,scrape; abrasion,familiar,6,Action verb;clip-pack;LMS clip pack,,audio/words/擦伤.mp3,audio/meanings/scrape;-abrasion.mp3,cā shāng,LMS clip pack,手上有两处小小的擦伤。,0,0,0,0,2026-05-14T13:35:35.283Z
逞强,to act tough,new,6,Action verb;clip-pack;LMS clip pack,,audio/words/逞强.mp3,audio/meanings/to-act-tough.mp3,chěng qiáng,LMS clip pack,他第一次想到，也许自己一直这样逞强，并没有让妹妹放心。,0,0,0,0,
包扎,to bandage,known,6,Action verb;clip-pack;LMS clip pack,,audio/words/包扎.mp3,audio/meanings/to-bandage.mp3,bāo zā,LMS clip pack,她只是去拿药，又认真帮他包扎。,0,0,0,0,2026-05-14T13:19:53.622Z
重复,to repeat,new,6,Action verb;clip-pack;LMS clip pack,,audio/words/重复.mp3,audio/meanings/to-repeat.mp3,chóng fù,LMS clip pack,所以他只是一直重复。,0,0,0,0,
提醒,to remind,new,7,Action verb;clip-pack;LMS clip pack,,audio/words/提醒.mp3,audio/meanings/to-remind.mp3,tí xǐng,LMS clip pack,教官又提醒他说：“不是一直用力，就会更强。”,0,0,0,0,
开口,to speak up,known,7,Action verb;clip-pack;LMS clip pack,,audio/words/开口.mp3,audio/meanings/to-speak-up.mp3,kāi kǒu,LMS clip pack,简单得像他早一点开口就能得到。,0,0,0,0,2026-05-14T13:35:57.532Z
浪费,to waste,familiar,7,Action verb;clip-pack;LMS clip pack,,audio/words/浪费.mp3,audio/meanings/to-waste.mp3,làng fèi,LMS clip pack,听这些旧话，太浪费时间了。,0,0,0,0,2026-05-14T13:36:00.053Z
提到,to mention,familiar,7,Action verb;clip-pack;LMS clip pack,,audio/words/提到.mp3,audio/meanings/to-mention.mp3,tí dào,LMS clip pack,可就在他准备第二次站起来的时候，旧女仆忽然提到了一把刀。,0,0,0,0,2026-05-14T13:36:03.974Z
记下,to write down,known,7,Action verb;clip-pack;LMS clip pack,,audio/words/记下.mp3,audio/meanings/to-write-down.mp3,jì xià,LMS clip pack,他甚至开始把几个重要的词记下。,0,0,0,0,2026-05-14T13:35:53.361Z
选择,to choose,familiar,8,Action verb;clip-pack;LMS clip pack,,audio/words/选择.mp3,audio/meanings/to-choose.mp3,xuǎn zé,LMS clip pack,他做出了自己的选择。,0,0,0,0,2026-05-14T13:36:41.349Z
珍惜,to treasure,new,8,Action verb;clip-pack;LMS clip pack,,audio/words/珍惜.mp3,audio/meanings/to-treasure.mp3,zhēn xī,LMS clip pack,他开始珍惜这把刀。,0,0,0,0,
重新,again; from the start,familiar,8,Action verb;clip-pack;LMS clip pack,,audio/words/重新.mp3,audio/meanings/again;-from-the-start.mp3,chóng xīn,LMS clip pack,这一次，他决定重新来。,0,0,0,0,2026-05-14T13:36:50.156Z
取笑,to mock,familiar,8,Action verb;clip-pack;LMS clip pack,,audio/words/取笑.mp3,audio/meanings/to-mock.mp3,qǔ xiào,LMS clip pack,后来还有人直接取笑他。,0,0,0,0,2026-05-14T13:36:37.539Z
降,to lower,familiar,8,Action verb;clip-pack;LMS clip pack,,audio/words/降.mp3,audio/meanings/to-lower.mp3,jiàng,LMS clip pack,所以他把价格降了一点。,0,0,0,0,2026-05-14T13:36:25.315Z
摆着,to leave on display,familiar,9,Action verb;clip-pack;LMS clip pack,,audio/words/摆着.mp3,audio/meanings/to-leave-on-display.mp3,bǎi zhe,LMS clip pack,那三件东西还是一直摆着。,0,0,0,0,2026-05-14T13:36:52.929Z
开玩笑,to joke,familiar,9,Action verb;clip-pack;LMS clip pack,,audio/words/开玩笑.mp3,audio/meanings/to-joke.mp3,kāi wán xiào,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:37:12.734Z
解释,to explain,new,9,Action verb;clip-pack;LMS clip pack,,audio/words/解释.mp3,audio/meanings/to-explain.mp3,jiě shì,LMS clip pack,他没有想过怎么解释它。,0,0,0,0,
观察,to observe,familiar,9,Action verb;clip-pack;LMS clip pack,,audio/words/观察.mp3,audio/meanings/to-observe.mp3,guān chá,LMS clip pack,自己还要观察人。,0,0,0,0,2026-05-14T13:36:57.850Z
回头,to come back,known,9,Action verb;clip-pack;LMS clip pack,,audio/words/回头.mp3,audio/meanings/to-come-back.mp3,huí tóu,LMS clip pack,可是现在，这个人又回头了。,0,0,0,0,2026-05-14T13:37:00.668Z
信,to trust,known,10,Action verb;clip-pack;LMS clip pack,,audio/words/信.mp3,audio/meanings/to-trust.mp3,xìn,LMS clip pack,也是让别人开始信你。,0,0,0,0,2026-05-14T13:37:23.256Z
照样,all the same; as before,new,10,Action verb;clip-pack;LMS clip pack,,audio/words/照样.mp3,audio/meanings/all-the-same;-as-before.mp3,zhào yàng,LMS clip pack,市场照样很吵。,0,0,0,0,
发抖,to shake,new,10,Action verb;clip-pack;LMS clip pack,,audio/words/发抖.mp3,audio/meanings/to-shake.mp3,fā dǒu,LMS clip pack,手指也开始发抖。,0,0,0,0,
撑,to push through; to force oneself on,new,10,Action verb;clip-pack;LMS clip pack,,audio/words/撑.mp3,audio/meanings/to-push-through;-to-force-oneself-on.mp3,chēng,LMS clip pack,所以他继续撑。,0,0,0,0,
停住,to stop in place,known,10,Action verb;clip-pack;LMS clip pack,,audio/words/停住.mp3,audio/meanings/to-stop-in-place.mp3,tíng zhù,LMS clip pack,因为他第一次发现，自己的东西可以让人停住那么久。,0,0,0,0,2026-05-14T13:37:20.758Z
舍得,to be willing to part with,new,11,Action verb;clip-pack;LMS clip pack,,audio/words/舍得.mp3,audio/meanings/to-be-willing-to-part-with.mp3,shě de,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,
碰,to touch,familiar,11,Action verb;clip-pack;LMS clip pack,,audio/words/碰.mp3,audio/meanings/to-touch.mp3,pèng,LMS clip pack,好像怕碰坏。,0,0,0,0,2026-05-14T13:37:31.214Z
随手,casually,new,11,Action verb;clip-pack;LMS clip pack,,audio/words/随手.mp3,audio/meanings/casually.mp3,suí shǒu,LMS clip pack,那个人走过来，随手拿起一个小雕刻。,0,0,0,0,
评价,to judge; evaluation,familiar,11,Action verb;clip-pack;LMS clip pack,,audio/words/评价.mp3,audio/meanings/to-judge;-evaluation.mp3,píng jià,LMS clip pack,可是评价却说得很快。,0,0,0,0,2026-05-14T13:37:34.887Z
刺,to sting,new,11,Action verb;clip-pack;LMS clip pack,,audio/words/刺.mp3,audio/meanings/to-sting.mp3,cì,LMS clip pack,杂草听见这些话，心里马上被刺了一下。,0,0,0,0,
着急,anxious,familiar,12,Action verb;clip-pack;LMS clip pack,,audio/words/着急.mp3,audio/meanings/anxious.mp3,zháo jí,LMS clip pack,什么都没做，就让人着急。,0,0,0,0,2026-05-14T13:38:37.446Z
提前,in advance,new,12,Action verb;clip-pack;LMS clip pack,,audio/words/提前.mp3,audio/meanings/in-advance.mp3,tí qián,LMS clip pack,如果自己提前知道要等，为什么不先去做别的步骤？,0,0,0,0,
留,to leave behind,new,12,Action verb;clip-pack;LMS clip pack,,audio/words/留.mp3,audio/meanings/to-leave-behind.mp3,liú,LMS clip pack,原来把名字留在东西后面，不只是为了出名。,0,0,0,0,
负责,to take responsibility,new,12,Action verb;clip-pack;LMS clip pack,,audio/words/负责.mp3,audio/meanings/to-take-responsibility.mp3,fù zé,LMS clip pack,这个好也好，不好也好，我都负责。,0,0,0,0,
认,to acknowledge,familiar,12,Action verb;clip-pack;LMS clip pack,,audio/words/认.mp3,audio/meanings/to-acknowledge.mp3,rèn,LMS clip pack,也是在说：这个东西，我认。,0,0,0,0,2026-05-14T13:38:10.273Z
传开,to spread around,new,13,Action verb;clip-pack;LMS clip pack,,audio/words/传开.mp3,audio/meanings/to-spread-around.mp3,chuán kāi,LMS clip pack,那一天以后，杂草第一次认真想，自己的名字也许会慢慢传开。,0,0,0,0,
练习,to practice,familiar,13,Action verb;clip-pack;LMS clip pack,,audio/words/练习.mp3,audio/meanings/to-practice.mp3,liàn xí,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:49.954Z
进入,to enter,known,13,Action verb;clip-pack;LMS clip pack,,audio/words/进入.mp3,audio/meanings/to-enter.mp3,jìn rù,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:47.959Z
关上,to close,known,13,Action verb;clip-pack;LMS clip pack,,audio/words/关上.mp3,audio/meanings/to-close.mp3,guān shàng,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:45.885Z
放,to put down,known,13,Action verb;clip-pack;LMS clip pack,,audio/words/放.mp3,audio/meanings/to-put-down.mp3,fàng,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:42.414Z
保护,to protect,familiar,14,Action verb;clip-pack;LMS clip pack,,audio/words/保护.mp3,audio/meanings/to-protect.mp3,bǎo hù,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:52.737Z
拒绝,to refuse,new,14,Action verb;clip-pack;LMS clip pack,,audio/words/拒绝.mp3,audio/meanings/to-refuse.mp3,jù jué,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,
完成,to complete,known,14,Action verb;clip-pack;LMS clip pack,,audio/words/完成.mp3,audio/meanings/to-complete.mp3,wán chéng,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:39:06.574Z
结束,to end,new,14,Action verb;clip-pack;LMS clip pack,,audio/words/结束.mp3,audio/meanings/to-end.mp3,jié shù,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,
等待,to wait,familiar,14,Action verb;clip-pack;LMS clip pack,,audio/words/等待.mp3,audio/meanings/to-wait.mp3,děng dài,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:38:55.973Z
继续,to continue,familiar,15,Action verb;clip-pack;LMS clip pack,,audio/words/继续.mp3,audio/meanings/to-continue.mp3,jì xù,LMS clip pack,"Reusable verb for work, training, choices, conflict, and character change.",0,0,0,0,2026-05-14T13:39:19.261Z
舍不得,unable to let go,new,15,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/舍不得.mp3,audio/meanings/unable-to-let-go.mp3,shě bu de,LMS clip pack,他坐了很久，才慢慢明白，自己一直舍不得的不是游戏本身，而是那个“我还没有输”的感觉。,0,0,0,0,
运气,luck,familiar,15,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/运气.mp3,audio/meanings/luck.mp3,yùn qi,LMS clip pack,他一直有一个想法：自己开始得太晚，钱也不多，运气也不会特别好。,0,0,0,0,2026-05-14T13:39:22.193Z
稳,steady,familiar,15,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/稳.mp3,audio/meanings/steady.mp3,wěn,LMS clip pack,每一下都更稳，也更安静。,0,0,0,0,2026-05-14T13:39:17.597Z
合适,suitable,new,15,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/合适.mp3,audio/meanings/suitable.mp3,hé shì,LMS clip pack,“合适的时候放松，动作才会对。”,0,0,0,0,
清楚,clear,familiar,16,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/清楚.mp3,audio/meanings/clear.mp3,qīng chu,LMS clip pack,慢慢地，一条线在他眼前清楚起来。,0,0,0,0,2026-05-14T13:39:35.471Z
耐心,patience,new,16,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/耐心.mp3,audio/meanings/patience.mp3,nài xīn,LMS clip pack,在他心里，耐心一直不是很有用的东西。,0,0,0,0,
长远,long-term,familiar,16,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/长远.mp3,audio/meanings/long-term.mp3,cháng yuǎn,LMS clip pack,杂草却总是看得更长远。,0,0,0,0,2026-05-14T13:39:45.454Z
笑话,joke; laughingstock,known,16,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/笑话.mp3,audio/meanings/joke;-laughingstock.mp3,xiào hua,LMS clip pack,周围的人还在把雕刻师当笑话。,0,0,0,0,2026-05-14T13:39:40.657Z
满意,satisfied,known,16,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/满意.mp3,audio/meanings/satisfied.mp3,mǎn yì,LMS clip pack,因为他第一次明白，不满意的时候，不一定要生气。,0,0,0,0,2026-05-14T13:39:31.767Z
值得,worth it,new,17,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/值得.mp3,audio/meanings/worth-it.mp3,zhí dé,LMS clip pack,只要有一个人真的看见了，你做的事就值得继续。,0,0,0,0,
僵,stiff,new,17,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/僵.mp3,audio/meanings/stiff.mp3,jiāng,LMS clip pack,可是眼睛却很僵。,0,0,0,0,
自然,natural,familiar,17,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/自然.mp3,audio/meanings/natural.mp3,zì rán,LMS clip pack,第二次也不太自然。,0,0,0,0,2026-05-14T13:40:02.165Z
硬,stiff; hard,familiar,17,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/硬.mp3,audio/meanings/stiff;-hard.mp3,yìng,LMS clip pack,可是越撑，他的手越硬。,0,0,0,0,2026-05-14T13:39:52.488Z
后悔,to regret,familiar,17,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/后悔.mp3,audio/meanings/to-regret.mp3,hòu huǐ,LMS clip pack,可是这一次，他没有像刚才那样后悔。,0,0,0,0,2026-05-14T13:39:47.931Z
看轻,to think lightly of; undervalue,new,18,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/看轻.mp3,audio/meanings/to-think-lightly-of;-undervalue.mp3,kàn qīng,LMS clip pack,自己刚才是在看轻自己的东西。,0,0,0,0,
珍贵,precious,familiar,18,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/珍贵.mp3,audio/meanings/precious.mp3,zhēn guì,LMS clip pack,可是杂草再看它的时候，已经觉得它比刚才更珍贵了一点。,0,0,0,0,2026-05-14T13:40:11.687Z
专心,focused,familiar,18,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/专心.mp3,audio/meanings/focused.mp3,zhuān xīn,LMS clip pack,他终于明白，想走得稳一点，就要把心留给真正专心看的人。,0,0,0,0,2026-05-14T13:40:15.874Z
机会,chance,known,18,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/机会.mp3,audio/meanings/chance.mp3,jī huì,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:05.903Z
答案,answer,known,18,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/答案.mp3,audio/meanings/answer.mp3,dá àn,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:20:02.068Z
真相,truth,known,19,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/真相.mp3,audio/meanings/truth.mp3,zhēn xiàng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:26:13.170Z
秘密,secret,new,19,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/秘密.mp3,audio/meanings/secret.mp3,mì mì,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
记忆,memory,familiar,19,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/记忆.mp3,audio/meanings/memory.mp3,jì yì,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:28.972Z
约定,promise,familiar,19,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/约定.mp3,audio/meanings/promise.mp3,yuē dìng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:37.499Z
命运,fate,new,19,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/命运.mp3,audio/meanings/fate.mp3,mìng yùn,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
价值,value,familiar,20,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/价值.mp3,audio/meanings/value.mp3,jià zhí,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:45.878Z
恨,hate,new,20,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/恨.mp3,audio/meanings/hate.mp3,hèn,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
痛苦,pain,familiar,20,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/痛苦.mp3,audio/meanings/pain.mp3,tòng kǔ,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:54.316Z
失望,disappointed,familiar,20,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/失望.mp3,audio/meanings/disappointed.mp3,shī wàng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:40:48.384Z
勇气,courage,new,20,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/勇气.mp3,audio/meanings/courage.mp3,yǒng qì,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
荣耀,glory,familiar,21,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/荣耀.mp3,audio/meanings/glory.mp3,róng yào,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:23.208Z
危险,danger,known,21,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/危险.mp3,audio/meanings/danger.mp3,wēi xiǎn,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:27.876Z
难过,sad,familiar,21,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/难过.mp3,audio/meanings/sad.mp3,nán guò,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:21.123Z
紧张,nervous,new,21,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/紧张.mp3,audio/meanings/nervous.mp3,jǐn zhāng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
惊讶,surprised,familiar,21,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/惊讶.mp3,audio/meanings/surprised.mp3,jīng yà,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:16.357Z
害羞,shy,new,22,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/害羞.mp3,audio/meanings/shy.mp3,hài xiū,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
冷静,calm,familiar,22,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/冷静.mp3,audio/meanings/calm.mp3,lěng jìng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:50.623Z
坚定,firm,new,22,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/坚定.mp3,audio/meanings/firm.mp3,jiān dìng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
平静,peaceful,familiar,22,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/平静.mp3,audio/meanings/peaceful.mp3,píng jìng,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:41:52.821Z
混乱,chaotic,new,22,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/混乱.mp3,audio/meanings/chaotic.mp3,hùn luàn,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,
压力,pressure,familiar,23,Emotion / inner life;clip-pack;LMS clip pack,,audio/words/压力.mp3,audio/meanings/pressure.mp3,yā lì,LMS clip pack,Lets the required internal struggle and realization feel specific without advanced prose.,0,0,0,0,2026-05-14T13:42:04.605Z
摊位,stall,familiar,23,LMS domain;clip-pack;LMS clip pack,,audio/words/摊位.mp3,audio/meanings/stall.mp3,tān wèi,LMS clip pack,市场里有很多摊位。,0,0,0,0,2026-05-14T13:42:00.848Z
价格,price,known,23,LMS domain;clip-pack;LMS clip pack,,audio/words/价格.mp3,audio/meanings/price.mp3,jià gé,LMS clip pack,还有人问了价格以后，就像听见了什么笑话。,0,0,0,0,2026-05-14T13:41:55.630Z
客人,customer; guest,known,23,LMS domain;clip-pack;LMS clip pack,,audio/words/客人.mp3,audio/meanings/customer;-guest.mp3,kè rén,LMS clip pack,买完以后，客人就走了。,0,0,0,0,2026-05-14T13:41:58.570Z
作品,work; piece,known,23,LMS domain;clip-pack;LMS clip pack,,audio/words/作品.mp3,audio/meanings/work;-piece.mp3,zuò pǐn,LMS clip pack,他想做一件不卖的作品。,0,0,0,0,2026-05-14T13:42:07.393Z
账号,account,familiar,24,LMS domain;clip-pack;LMS clip pack,,audio/words/账号.mp3,audio/meanings/account.mp3,zhàng hào,LMS clip pack,"Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary.",0,0,0,0,2026-05-14T13:42:29.268Z
